Newly Added,ID,Industry,Code,Alphabet,Numeric,Type ,Segment Name,Display Name,Real Value,Group,Type,Value,New Attribute Name,Rename,Meaning
,208,Hotels,F5.7,F,5.7,Brand Visited,Hume Hotel Visitors,Hume Hotel , ,Travel,Accommodation,High,,,
,354,Shopping malls,N6,N,6,Brand Visited,IKEA,IKEA,,Home And Garden,Homeware,Low,,,
,156,Coffeehouses,E6.1,E,6.1,Brand Visited,Hudsons Coffee Visitors,Hudsons Coffee ,,Beverage,Non Alcoholic,Low,,,
,347,Shopping,N,N,,Brand Visited,Hudson Building Supplies Visitors,Hudson Building Supplies ,,Shopping & Fashion,shoppers,Low,,,
N,6,Recruitment Agancy,A5.3,A,5.3,Brands Visited,Hudson Visitors,Hudson,,Business,Professional,Low,,,
,164,Grocery,E9,E,9,Brand Visited,IGA,IGA,,Shopping & Fashion,Grocery,Low,,,
,30,Entertainment,B,B,,Brand Visited,Hoyts Entertainment Visitors,Hoyts Entertainment ,,Entertainment,Leisure,Low,,,
,6,Business,A5,A,5,Brand Visited,Howards Storage World Visitors,Howards Storage World , ,Business,Professional,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Howards Storage World Visitors,Howards Storage World ,,Shopping & Fashion,Shoppers,Low,,,
,259,Sports,H2,H,2,Interests,Ice Hockey,Ice Hockey,,Hobbies And Activities,Sports,Low,,,
,147,Food,E5,E,5,Brand Visited,Ice Cream Inc.,Ice Cream Inc.,,Food,Shoppers,Low,,,
,150,Desserts,E5.3,E,5.3,Brand Visited,Ice Cream Inc.,Ice Cream Inc.,,Food,Dessert,Low,,,
,343,Property,M5,M,5,Place Categories,Houses And Bungalows Visitors,Houses And Bungalows ,,Home And Garden,Property,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,IBIS Hotels,IBIS Hotels,,Travel,Accommodation,Low,,,
,343,Property,M5,M,5,Brand Visited,House Visitors,House ,,Home And Garden,Accommodation,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,IBIS,IBIS, ,Travel,Accommodation,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Hyundai,Hyundai,,Automotive,Vehicles,Low,,,
,238,Men's clothing,G2.2,G,2.2,Brand Visited,Hype DC,Hype DC,,Shopping & Fashion,Apparel,Low,,,
,208,Hotels,F5.7,F,5.7,Place Categories,Hotels Group Visitors,Hotels Group ,8 Hotels Group Visitors,Travel,Accommodation,Low,,,
,256,Hunting,H1.5,H,1.5,Interests,Hunting and Shooting,Hunting and Shooting,,Hobbies And Activities,Sports,Low,,,
,159,Fast food restaurants,E6.4,E,6.4,Brand Visited,Hungry Jack's,Hungry Jack's,,Restaurants,Fast Food,Low,,,
,208,Hotels,F5.7,F,5.7,Place Categories,Hotels Visitors,Hotels ,,Travel,Accommodation,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Hotel Urban Visitors,Hotel Urban , ,Travel,Accommodation,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Hotel Sorrento Visitors,Hotel Sorrento , ,Travel,Accommodation,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Hotel Richmond Visitors,Hotel Richmond , ,Travel,Accommodation,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Hotel Launceston Visitors,Hotel Launceston , ,Travel,Accommodation,High,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Hotel Laguna Visitors,Hotel Laguna , ,Travel,Accommodation,High,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Hotel Kununurra Visitors,Hotel Kununurra , ,Travel,Accommodation,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Hotel Jesmond Visitors,Hotel Jesmond , ,Travel,Accommodation,High,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Hotel Grand Chancellor Launceston Visitors,Hotel Grand Chancellor Launceston , ,Travel,Accommodation,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Hotel Blue Visitors,Hotel Blue , ,Travel,Accommodation,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Hotel Allen Visitors,Hotel Allen , ,Travel,Accommodation,Low,,,
,201,Travel,F5,F,5,Place Categories,Hot Air Balloons Visitors,Hot Air Balloons ,,Travel,Transport,Low,,,
,208,Hotels,F5.7,F,5.7,Place Categories,Hostels Visitors,Hostels ,,Travel,Accommodation,Low,,,
,29,Professional,A17,A,17,Interests,Human Resources,Human Resources,,Business,Professional,Low,,,
,95,Leisure,B6,B,6,Brand Visited,Horseland Visitors,Horseland ,,Entertainment,Leisure,Low,,,
,338,Home and garden,M,M,,Brand Visited,Howards Storage World,Howards Storage World,,Home And Garden,Homeware,Low,,,
,345,Homeware,M7,M,7,Brand Visited,Howards Storage World,Howards Storage World,,Home And Garden,Homeware,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,Hopes End Wines Visitors,Hopes End Wines , ,Beverage,Alcoholic,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Hop Vine & Still Visitors,Hop Vine & Still ,,Beverage,Alcoholic,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,Hong Kong Shanghai Banking Corporation (HSBC) Visitors,Hong Kong Shanghai Banking Corporation (HSBC) ,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Brand Visited,Hong Kong Shanghai Banking Corporation (HSBC) Visitors,Hong Kong Shanghai Banking Corporation (HSBC) ,,Finance,Banking,Low,,,
N,22,Banking,A13.7,A,13.7,Brands Visited,Hongkong and Shanghai Banking Corporation (HSBC) Visitors,Hong Kong Shanghai Banking Corporation (HSBC) ,,Finance,Banking,Low,,,
,346,Furniture,M8,M,8,Brand Visited,Howards Storage World,Howards Storage World,,Home And Garden,Homeware,Low,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,Honey Birdette Visitors,Honey Birdette ,,Shopping & Fashion,Apparel,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,Honda Motorcycle visitors,Honda Motorcycle ,,Automotive,Vehicles,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,Honda Visitors,Honda ,,Automotive,Vehicles,Low,,,
,338,Home and garden,M,M,,Brand Visited,House And Home,House And Home,,Home And Garden,Homeware,Low,,,
,338,Home and garden,M,M,,Brand Visited,House,House,,Home And Garden,Homeware,Low,,,
,97,Family and relationships,C,C,,Brand Visited,Homestay Visitors,Homestay ,,Family And Relationships,Marital Status,Low,,,
,341,Home Appliances,M3,M,3,Brand Visited,House,House,,Home And Garden,Homeware,Low,,,
,344,Hardware,M6,M,6,Brand Visited,Home Timber & Hardware Visitors,Home Timber & Hardware ,,Home And Garden,Hardware,Low,,,
,345,Homeware,M7,M,7,Brand Visited,House,House,,Home And Garden,Homeware,Low,,,
,208,Hotels,F5.7,F,5.7,Interests,Hotels and Motels,Hotels and Motels,,Travel,Accommodation,Low,,,
,208,Hotels,F5.7,F,5.7,Interests,Hotels & Activities,Hotels & Activities, ,Travel,Accommodation,Low,,,
,342,Home improvement,M4,M,4,Place Categories,Home Improvement Visitors,Home Improvement ,,Home And Garden,Homeware,Low,,,
,330,Health care,K,K,,Interests,Hospitals,Hospitals,,Health,Medical Care,Low,,,
,344,Hardware,M6,M,6,Brand Visited,Home Hardware Visitors,Home Hardware ,,Home And Garden,Hardware,Low,,,
,255,Horseback riding,H1.4,H,1.4,Interests,Horse Racing,Horse Racing,,Hobbies And Activities,Sports,Low,,,
,74,Thriller movies,B3.12,B,3.12,Interests,Horror Movies,Horror Movies,,Entertainment,Movie,Low,,,
,214,Vacations,F5.13,F,5.13,interests,Honeymoons and Getaways,Honeymoons and Getaways,,Travel,Leisure,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Honda,Honda,,Automotive,Vehicles,Low,,,
,332,Education,L,L,,Interests,Homework and Study,Homework and Study,,Education,Student Life,Low,,,
,332,Education,L,L,,Interests,Homeschooling,Homeschooling,,Education,Professional,Low,,,
,343,Property,M5,M,5,Place Categories,Home Restoration,Home Restoration,,Home And Garden,Accommodation,Low,,,
,339,Do it yourself (DIY),M1,M,1,Geo Behaviour,Home Improvement & DIY Shoppers,Home Improvement & DIY Shoppers,,Home And Garden,Homeware,Low,,,
,208,Hotels,F5.7,F,5.7,Place Categories,Holiday Inn Visitors,Holiday Inn , ,Travel,Accommodation,Low,,,
,342,Home improvement,M4,M,4,Geo Behaviour,Home Improvement & DIY Shoppers,Home Improvement & DIY Shoppers,,Home And Garden,Homeware,Low,,,
,250,Sports and outdoors,H,H,,Brand Visited,Holiday Haven Tourist SPORTS AND LEISUREs Visitors,Holiday Haven Tourist SPORTS AND LEISUREs , ,Hobbies And Activities,Sports equipment,Low,,,
,95,Leisure,B6,B,6,Brand Visited,Holey Moley Visitors,Holey Moley ,,Entertainment,Leisure,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,Holden Visitors,Holden ,,Transportation,rental service,Low,,,
,7,Construction,A6,A,6,Brand Visited,Holcim Visitors,Holcim ,,Business,Construction,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Hogs Breath Restaurants Visitors,Hogs Breath Restaurants ,,Restaurants,Food & Drink,Low,,,
,259,Sports,H2,H,2,Place Categories,Hockey Venue Visitors,Hockey Venue ,,Hobbies And Activities,Sports,Low,,,
,342,Home improvement,M4,M,4,Interests,Home Improvement,Home Improvement,,Home And Garden,Homeware,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Hochi Mama Visitors,Hochi Mama,,Restaurants,Food & Drink,Low,,,
,338,Home and garden,M,M,,Interests,Home Hardware,Home Hardware,,Home And Garden,Homeware,Low,,,
,11,Engineering,A9,A,9,Brand Visited,HM GEM Engines Visitors,HM GEM Engines ,,Business,Professional,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Hither & Yon Visitors,Hither & Yon , ,Beverage,Alcoholic,Low,,,
,213,Tourism,F5.12,F,5.12,Place Categories,Historic And Protected Sites Visitors,Historic And Protected Sites ,,Travel,Leisure,Low,,,
,289,Consumer electronics,I2,I,2,Place Categories,Hi-Speed Internet Kiosks Visitors,Hi-Speed Internet Kiosks , ,Technology,Electronic Devices,Low,,,
,345,Homeware,M7,M,7,Brand Visited,Hinoki Japanese Pantry Visitors,Hinoki Japanese Pantry,,Shopping & Fashion,Shoppers,Low,Yes,Furniture Explorer,people Mostly online searching or clicked ads related to furniture buyers
,208,Hotels,F5.7,F,5.7,Brand Visited,Hilton Visitors,Hilton , ,Travel,Accommodation,high,,,
,344,Hardware,M6,M,6,Brand Visited,Home Hardware,Home Hardware,,Home And Garden,Homeware,Low,,,
,164,Grocery,E9,E,9,Brand Visited,Hill Street Grocer Visitors,Hill Street Grocer ,,Shopping & Fashion,Grocery,Low,,,
,211,Nature,F5.10,F,5.1,Place Categories,Hiking Area Visitors,Hiking Area ,,Travel,Leisure,Low,,,
,210,Mountains,F5.9,F,5.9,Place Categories,Hiking Area Visitors,Hiking Area ,,Travel,Leisure,Low,,,
,253,Camping,H1.2,H,1.2,Place Categories,Hiking Area Visitors,Hiking Area ,,Travel,Leisure,Low,,,
,341,Home Appliances,M3,M,3,Interests,Home Entertainment Systems,Home Entertainment Systems,,Home And Garden,Electronic Devices,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Hertz Visitors,Hertz ,,Automotive,Vehicles,Low,,,
,341,Home Appliances,M3,M,3,Interests,Home Entertaining,Home Entertaining,,Home And Garden,Electronic Devices,Low,,,
,147,Food,E5,E,5,Brand Visited,Hero Sushi Visitors,Hero Sushi ,,Food,Shoppers,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Hero Sushi Visitors,Hero Sushi ,,Restaurants,Food & Drink,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,heritage hotel motel dorrigo Visitors,heritage hotel motel dorrigo , ,Travel,Accommodation,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,Heritage Bank Visitors,Heritage Bank ,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Brand Visited,Heritage Bank Visitors,Heritage Bank ,,Finance,Banking,Low,,,
,341,Home Appliances,M3,M,3,Interests,Home Appliances,Home Appliances,,Home And Garden,Electronic Devices,Low,,,
,147,Food,E5,E,5,Brand Visited,Henny Penny Visitors,Henny Penny ,,Food,Shoppers,Low,,,
,330,Health care,K,K,,Brand Visited,HelpingMinds Visitors,HelpingMinds ,,Health,Medicine,Low,,,
,330,Health care,K,K,,Brand Visited,Helping Hand Visitors,Helping Hand ,,Health,Medicine,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Hellodrinks Visitors,Hellodrinks , ,Beverage,Alcoholic,Low,,,
,6,Business,A5,A,5,Brand Visited,Hello World Visitors,Hello World , ,Business,Professional,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Hello Gelo Visitors,Hello Gelo ,,Restaurants,Food & Drink,Low,,,
,338,Home and garden,M,M,,Geo Behaviour,Home And Living Shoppers,Home And Living Shoppers,,Home And Garden,Homeware,Low,,,
,330,Health care,K,K,,Brand Visited,Heartland Records Visitors,Heartland Records ,,Health,Medicine,Low,,,
,338,Home and garden,M,M,,Interests,Home & Garden,Home & Garden,,Home And Garden,Homeware,Low,,,
,330,Health care,K,K,,Brand Visited,HearingLife Visitors,HearingLife ,,Health,Medicine,Low,,,
,330,Health care,K,K,,Brand Visited,Hearing Australia Visitors,Hearing Australia ,,Health,Medicine,Low,,,
,330,Health care,K,K,,Place Categories,Hearing Aid Center Visitors,Hearing Aid Center ,,Health,Medical Care,Low,,,
,330,Health care,K,K,,Interests,Holistic Health,Holistic Health,,Health,Personal Wellness,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Holiday Inn,Holiday Inn,,Travel,Accommodation,Low,,,
,259,Sports,H2,H,2,Geo Behaviour,Hockey Fan,Hockey Fan,,Hobbies And Activities,Sports,Low,,,
,165,Hobbies and activities,F,F,,Interests,Hobbies & Interests,Hobbies & Interests,,Hobbies And Activities,Hobbies,Low,,,
,210,Mountains,F5.9,F,5.9,Geo Behaviour,Hillside Destinations Travellers,Hillside Destinations Travellers,,Travel,Leisure,Low,,,
,259,Sports,H2,H,2,Interests,Highlights,Highlights,& highlights,Hobbies And Activities,Sports,Low,,,
,205,Car rentals,F5.4,F,5.4,Brand Visited,Hertz,Hertz,,Travel,Rental Service,Low,,,
,340,Gardening,M2,M,2,Interests,Herb Garden Planning Guides,Herb Garden Planning Guides,& Herb Garden Planning Guides,Home And Garden,Gardening,Low,,,
,19,Mortgage loans,A13.4,A,13.4,Interests,Hedge Funds,Hedge Funds,,Finance,Loans,Low,,,
,330,Health care,K,K,,Interests,Heart and Cardiovascular Diseases,Heart and Cardiovascular Diseases,,Health,Medical Care,Low,,,
,108,Fitness and wellness,D,D,,Place Categories,Health And Diet Food Visitors,Health And Diet Food ,,Health,Personal Wellness,Low,,,
,330,Health care,K,K,,Place Categories,Health And Diet Food Visitors,Health And Diet Food ,,Health,Personal Wellness,Low,,,
,108,Fitness and wellness,D,D,,Interests,Healthy Living,Healthy Living,,Health,Personal Wellness,Low,,,
,17,Insurance,A13.2,A,13.2,Brand Visited,HCF Insurance Visitors,HCF Insurance ,,Finance,Insurance,Low,,,
,17,Insurance,A13.2,A,13.2,Brand Visited,HBF Health Insurance Visitors,HBF Health Insurance ,,Finance,Insurance,Low,,,
,128,Baking,E3.1,E,3.1,Brand Visited,Haymisha Bakery Visitors,Haymisha Bakery ,,Food,Bakery,Low,,,
,213,Tourism,F5.12,F,5.12,Place Categories,Hawaiian Visitors,Hawaiian ,,Travel,Leisure,Low,,,
,330,Health care,K,K,,Interests,Healthy Living,Healthy Living,,Health,Personal Wellness,Low,,,
,346,Furniture,M8,M,8,Brand Visited,Harvey Norman Visitors,Harvey Norman ,,Home And Garden,Homeware,Low,,,
,108,Fitness and wellness,D,D,,Geo Behaviour,Healthy Food Shoppers,Healthy Food Shoppers,,Health,Personal Wellness,Low,,,
,330,Health care,K,K,,geo Behaviour,Healthy Food Shoppers,Healthy Food Shoppers,,Health,Personal Wellness,Low,,,
,345,Homeware,M7,M,7,Brand Visited,Harvey Norman 2Nds World Visitors,Harvey Norman,,Shopping & Fashion,Shoppers,Low,Yes,Furniture Explorer,people Mostly online searching or clicked ads related to furniture buyers
,236,Clothing,G2,G,2,Brand Visited,Harris Scarfe Visitors,Harris Scarfe ,,Shopping & Fashion,Apparel,Low,,,
,108,Fitness and wellness,D,D,,Interests,Healthy Cooking and Eating,Healthy Cooking and Eating,,Health,Personal Wellness,Low,,,
,330,Health care,K,K,,Interests,Healthy Cooking and Eating,Healthy Cooking and Eating,,Health,Personal Wellness,Low,,,
,330,Health care,K,K,,Interests,Healthcare Professionals,Healthcare Professionals,,Health,Medical Care,Low,,,
,108,Fitness and wellness,D,D,,Geo Behaviour,Health Enthusiasts,Health Enthusiasts,,Health,Personal Wellness,Low,,,
,330,Health care,K,K,,geo Behaviour,Health Enthusiasts,Health Enthusiasts,,Health,Personal Wellness,Low,,,
,164,Grocery,E9,E,9,Brand Visited,Harris Farm Markets Visitors,Harris Farm Markets ,,Shopping & Fashion,Grocery,Low,,,
,108,Fitness and wellness,D,D,,App Category,Health And Fitness,Health And Fitness,,Fitness And Wellness,Personal Wellness,Low,,,
,108,Fitness and wellness,D,D,,Interests,Health & Fitness,Health & Fitness,,Health,Fitness Care,Low,,,
,323,Motorcycles,J3.1.6,J,3.1.6,Brand Visited,Harley-Davidson Visitors,Harley-Davidson,,Automotive,Vehicles,Low,,,
,338,Home and garden,M,M,,Place Categories,Hardware And Services Visitors,Hardware And Services ,,Home And Garden,Hardware,Low,,,
,344,Hardware,M6,M,6,Place Categories,Hardware And Services Visitors,Hardware And Services ,,Home And Garden,Hardware,Low,,,
,6,Business,A5,A,5,Brand Visited,Harcourts Visitors,Harcourts , ,Business,Professional,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Hatchback,Hatchback,,Automotive,Vehicles,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Handpicked Cellar Door Visitors,Handpicked Cellar Door , ,Beverage,Alcoholic,Low,,,
,289,Consumer electronics,I2,I,2,Brand Visited,Harvey Norman,Harvey Norman, ,Technology,Electronic Devices,Low,,,
,344,Hardware,M6,M,6,Brand Visited,Harvey Norman,Harvey Norman,,Shopping & Fashion,Hardware,Low,,,
,347,Shopping,N,N,,Brand Visited,Hanaro Mart Visitors,Hanaro Mart ,,Shopping & Fashion,shoppers,Low,,,
,331,Nursing,K1,K,1,Brand Visited,HammondCare Visitors,HammondCare ,,Health,Medical Care,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Halls Creek Motel Visitors,Halls Creek Motel ,,Restaurants,Food & Drink,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Halls Creek Motel Visitors,Halls Creek Motel , ,Travel,Accommodation,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Half Bottles Visitors,Half Bottles , ,Beverage,Alcoholic,Low,,,
,230,Beauty salons,G1.1,G,1.1,Brand Visited,Hairhouse Visitors,Hairhouse ,,Beauty,Personal Wellness,Low,,,
N,233,Hair products,G1.4,G,1.4,Place categories,Hair Removal Visitors,Hair Removal ,,Beauty,Hair Care,Low,,,
,149,Chocolate,E5.2,E,5.2,Brand Visited,Haigh's Visitors,Haigh's ,,Food,Dessert,Low,,,
N,345,Homeware,M7,M,7,Brands Visited,Habitania Visitors,Habitania,,Home And Garden,Homeware,Low,,,
,236,Clothing,G2,G,2,Brand Visited,H&M Visitors,H&M ,,Shopping & Fashion,Apparel,Low,,,
,338,Home and garden,M,M,,Brand Visited,Harris Scarfe,Harris Scarfe,,Home And Garden,Homeware,Low,,,
,341,Home Appliances,M3,M,3,Brand Visited,Harris Scarfe,Harris Scarfe,,Home And Garden,Homeware,Low,,,
,342,Home improvement,M4,M,4,Brand Visited,Harris Scarfe,Harris Scarfe,,Home And Garden,Homeware,Low,,,
,345,Homeware,M7,M,7,Brand Visited,Harris Scarfe,Harris Scarfe,,Home And Garden,Homeware,Low,,,
,346,Furniture,M8,M,8,Brand Visited,Harris Scarfe,Harris Scarfe,,Home And Garden,Homeware,Low,,,
,164,Grocery,E9,E,9,Brand Visited,Harris Farm Markets,Harris Farm Markets,,Shopping & Fashion,Grocery,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Gypsy & Pig Visitors,Gypsy & Pig ,,Restaurants,Food & Drink,Low,,,
,259,Sports,H2,H,2,Place Categories,Gymnastics Venue Visitors,Gymnastics Venue ,,Hobbies And Activities,Sports,Low,,,
,112,Physical fitness,D4,D,4,Place Categories,Gym And Fitness Centre Visitors,Gym And Fitness Centre ,,Fitness And Wellness,Fitness Care,Low,,,
,140,Mexican cuisine,E4.10,E,4.1,Brand Visited,GYG Mexican Food Visitors,GYG Mexican Food ,,Food,Mexican Cuisine,Low,,,
,147,Food,E5,E,5,Brand Visited,GYG Mexican Food Visitors,GYG Mexican Food ,,Food,Shoppers,Low,,,
,147,Food,E5,E,5,Brand Visited,Guzman Y Gomez Visitors,Guzman Y Gomez ,,Food,Shoppers,Low,,,
,323,Motorcycles,J3.1.6,J,3.1.6,Brand Visited,Harley-Davidson,Harley-Davidson,,Automotive,Vehicles,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Gunnedah Hotel Visitors,Gunnedah Hotel , ,Travel,Accommodation,Low,,,
,165,Hobbies and activities,F,F,,Place Categories,Gun Range Visitors,Gun Range ,,Hobbies And Activities,Sports,Low,,,
,6,Business,A5,A,5,Brand Visited,Gull Petroleum Visitors,Gull Petroleum , ,Business,petroleum products,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Guess Visitors,Guess ,,Shopping & Fashion,Shoppers,Low,,,
,26,Real estate,A14,A,14,Brand Visited,Harcourts,Harcourts,,Business,Property,Low,,,
,339,Do it yourself (DIY),M1,M,1,Interests,Handmade,Handmade,,Home And Garden,Homeware,Low,,,
,244,Handbags,G3.2,G,3.2,Brand Visited,Handbag Shoppers,Handbag Shoppers,,Shopping & Fashion,Apparel,Low,,,
,241,Fashion design,G2.5,G,2.5,Brand Visited,H&M,H&M,,Shopping & Fashion,Apparel,Low,,,
,243,Dresses,G3.1,G,3.1,Brand Visited,H&M,H&M,,Shopping & Fashion,Apparel,Low,,,
,244,Handbags,G3.2,G,3.2,Brand Visited,H&M,H&M,,Shopping & Fashion,Apparel,Low,,,
,246,Sunglasses,G3.4,G,3.4,Brand Visited,H&M,H&M,,Shopping & Fashion,Apparel,Low,,,
,236,Clothing,G2,G,2,Brand Visited,Gucci Visitors,Gucci ,,Shopping & Fashion,Apparel,High,,,
,247,Watches,G3.5,G,3.5,Brand Visited,H&M,H&M,,Shopping & Fashion,Apparel,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,H&M,H&M,,Shopping & Fashion,Apparel,Low,,,
,159,Fast food restaurants,E6.4,E,6.4,Brand Visited,Guzman Y Gomez,Guzman Y Gomez,,Restaurants,Fast Food,Low,,,
,232,Fragrances,G1.3,G,1.3,Brand Visited,Guess,Guess,,Shopping & Fashion,cosmetics,Low,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,Guess,Guess,,Shopping & Fashion,Apparel,Low,,,
,241,Fashion design,G2.5,G,2.5,Brand Visited,Guess,Guess,,Shopping & Fashion,Apparel,Low,,,
,243,Dresses,G3.1,G,3.1,Brand Visited,Guess,Guess,,Shopping & Fashion,Apparel,Low,,,
,244,Handbags,G3.2,G,3.2,Brand Visited,Guess,Guess,,Shopping & Fashion,Apparel,Low,,,
,330,Health care,K,K,,Brand Visited,Guardian Pharmacy Visitors,Guardian Pharmacy ,,Health,Medicine,Low,,,
,246,Sunglasses,G3.4,G,3.4,Brand Visited,Guess,Guess,,Shopping & Fashion,Apparel,Low,,,
,213,Tourism,F5.12,F,5.12,Brand Visited,Guardian Visitors,Guardian ,,Travel,Leisure,Low,,,
Y,225,Newspapers,F6.9,F,6.9,Brand Visited,Guardian Visitors,Guardian ,,Stationary,Stationary Equipment,Low,,,
,347,Shopping,N,N,,Brand Visited,G-Star Australia Visitors,G-Star Australia ,,Shopping & Fashion,shoppers,Low,,,
,247,Watches,G3.5,G,3.5,Brand Visited,Guess,Guess,,Shopping & Fashion,Apparel,Low,,,
,232,Fragrances,G1.3,G,1.3,Brand Visited,Gucci,Gucci,,Shopping & Fashion,cosmetics,High,,,
,164,Grocery,E9,E,9,Place Categories,Grocery Store Visitors,Grocery Store ,,Shopping & Fashion,Grocery,Low,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,Gucci,Gucci,,Shopping & Fashion,Apparel,High,,,
,159,Fast food restaurants,E6.4,E,6.4,Brand Visited,Grill'd Visitors,Grill'd ,,Restaurants,Fast Food,Low,,,
,241,Fashion design,G2.5,G,2.5,Brand Visited,Gucci,Gucci,,Shopping & Fashion,Apparel,High,,,
,245,Jewelry,G3.3,G,3.3,Brand Visited,Gregory Jewellers Visitors,Gregory Jewellers ,,Shopping & Fashion,Jewelry,High,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Greenacre Hotel Visitors,Greenacre Hotel , ,Travel,Accommodation,Low,,,
,243,Dresses,G3.1,G,3.1,Brand Visited,Gucci,Gucci,,Shopping & Fashion,Apparel,High,,,
,244,Handbags,G3.2,G,3.2,Brand Visited,Gucci,Gucci,,Shopping & Fashion,Apparel,High,,,
,22,Banking,A13.7,A,13.7,Brand Visited,Greater Bank Visitors,Greater Bank ,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Brand Visited,Greater Bank Visitors,Greater Bank ,,Finance,Banking,Low,,,
,213,Tourism,F5.12,F,5.12,Brand Visited,Great Wall Visitors,Great Wall ,,Travel,Leisure,Low,,,
,246,Sunglasses,G3.4,G,3.4,Brand Visited,Gucci,Gucci,,Shopping & Fashion,Eye Care,High,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Great Lake Hotel Visitors,Great Lake Hotel , ,Travel,Accommodation,Low,,,
,247,Watches,G3.5,G,3.5,Brand Visited,Gucci,Gucci,,Shopping & Fashion,Apparel,High,,,
,352,Luxury goods,N4,N,4,Brand Visited,Gucci,Gucci,,Shopping & Fashion,Apparel,High,,,
,343,Property,M5,M,5,Brand Visited,Grand Mercure Ambassador Visitors,Grand Mercure Ambassador ,,Home And Garden,Accommodation,Low,,,
,343,Property,M5,M,5,Brand Visited,Grand Hyatt Visitors,Grand Hyatt ,,Home And Garden,Accommodation,Low,,,
,330,Health care,K,K,,Brand Visited,Guardian Pharmacy,Guardian Pharmacy,,Health,Medicine,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,Grand Cru Wineshop & Cellar Visitors,Grand Cru Wineshop & Cellar , ,Beverage,Alcoholic,Low,,,
,228,Shopping and fashion,G,G,,Interests,Groupon - Shop Deals,Groupon - Shop Deals,,Shopping & Fashion,Shoppers,Low,,,
,314,Government Services,J1,J,1,Place Categories,Government Organizations And Associations Visitors,Government Organizations And Associations ,,Business,Professional,Low,,,
,314,Government Services,J1,J,1,Place Categories,Government Office Visitors,Government Office ,,Business,Professional,Low,,,
,314,Government Services,J1,J,1,Place Categories,Government Departments And Agencies Visitors,Government Departments And Agencies ,,Business,Professional,Low,,,
,350,Discount stores,N3,N,3,Interests,Groupon - Shop Deals,Groupon - Shop Deals,,Shopping & Fashion,Shoppers,Low,,,
,164,Grocery,E9,E,9,Interests,Grocery List & More,Grocery List & More,,Shopping & Fashion,Grocery,Low,,,
,159,Fast food restaurants,E6.4,E,6.4,Brand Visited,Grill'd,Grill'd,,Restaurants,Fast Food,Low,,,
